0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0.0,0.010955037,-0.012198937,-0.026729843,-0.023804886,-0.018045496,-0.029565781,-0.019978456,-0.018677063,-0.02998206,-0.02525035,-0.02072445,-0.020842249,-0.027138317,-0.030054446,-0.02105486,-0.0151624745,-0.018296165,-0.04276791,-0.01940604,0.0033650342,-0.0033152443,0.009888662,0.010134546,-0.009979339,-0.005622182,-0.019312894,-0.030141097,-0.019899875,-0.010341318,-0.013674633,-0.0074093174,-0.0035305894,0.0015416732,0.008716425,0.021994473,0.028922023,0.013388177,0.01317584,0.01822691,0.012727138,-0.0042165276,0.0012701508,-0.015861863,-0.02562511,-0.01985659,-0.014327502,-0.00910259,-0.023937369,-0.025554826,-0.015865495,0.0038407184,0.011765639,0.001887586,-0.011022853,-0.00049213227,0.011616398,0.010383176,-0.001905039,-0.0044006165,-0.015754677,-0.012874278,-0.0145161,-0.021058975,-0.025057754,-0.037093885,-0.027013958,-0.06151544,-0.04835048,-0.056823615,-0.07003122,-0.08097012,-0.07646551,-0.08877037,-0.06853023,-0.07251103,-0.06381909,-0.053060703,-0.062251307,-0.055037692,-0.063226886,-0.06521437,-0.078078605,-0.08718604,-0.11408081,-0.11238165,-0.110711105
0.0,0.004752993,0.0048729745,0.017745368,0.009398087,0.0051206234,0.008533956,0.02224808,0.0023308005,-0.0009642863,-0.028004967,-0.022740083,-0.030214801,-0.020685587,-0.032396726,-0.0390862,-0.02623594,-0.025311217,-0.025595361,-0.014261448,-0.004380755,-0.0038495364,-0.009866376,-0.024939306,-0.022579715,-0.032051146,-0.028729467,-0.030255068,-0.026387377,-0.02598479,-0.016740356,-0.02576354,-0.03343784,-0.04438665,-0.049812738,-0.03926705,-0.045282327,-0.049344122,-0.08005121,-0.091565646,-0.098714314,-0.09318358,-0.10715469,-0.09272803,-0.11290585,-0.09875048,-0.09720361,-0.124051124,-0.13343225,-0.1588806,-0.13877097,-0.14384119,-0.14603353,-0.1577406,-0.1677365,-0.17921183,-0.20648293,-0.21020994,-0.21767902,-0.217875,-0.2249337,-0.22128591,-0.21995278,-0.2272092,-0.24675038,-0.24366271,-0.25617433,-0.25072956,-0.23426393,-0.2548675,-0.2708444,-0.26223725,-0.26912993,-0.268874,-0.29881394,-0.28607613,-0.29584762,-0.291647,-0.29605585,-0.2824934,-0.2790282,-0.28175712,-0.27099308,-0.27343073,-0.27574468,-0.25484902,-0.24932548
0.0,-0.013537528,-0.02722977,-0.012602829,-0.016285408,-0.010686334,-0.019363262,-0.010542777,-0.023636907,-0.019886622,-0.025465656,-0.036415063,-0.04269303,-0.027582612,-0.018191159,-0.032936662,-0.028317852,-0.008580346,-0.007832246,-0.003821692,0.0038912413,0.004050102,0.007489466,0.0066898717,0.029043484,0.014272773,0.011089637,-0.00087850355,-0.0133492835,-0.006678609,-0.0123991,-0.014760807,-0.01893826,-0.019259263,-0.030836836,-0.0030813608,-0.010126237,-0.01439232,0.004898753,0.018509947,0.032758117,0.027474921,0.018967617,0.031452574,0.058643088,0.06764064,0.05237772,0.046767242,0.014914386,0.0043742545,0.0010737968,0.008321682,0.006864959,-0.0031433306,0.008130893,0.009438777,-0.0023093577,-0.012329424,-0.028028082,-0.024434984,-0.03552174,-0.043498933,-0.042249866,-0.04830511,-0.052198056,-0.063168205,-0.055083554,-0.0698432,-0.052969016,-0.06227217,-0.073746674,-0.06911571,-0.06682178,-0.05233758,-0.03739768,-0.028301679,-0.031018889,-0.028741619,-0.039825775,-0.039223988,-0.03182801,-0.025701141,-0.027298203,-0.027765837,-0.023062635,-0.026543612,-0.017544463
0.0,-0.0042813006,-0.0032836576,-0.030014744,-0.045133892,-0.04385347,-0.045572214,-0.062436327,-0.07176122,-0.06634989,-0.06438019,-0.06073407,-0.0753303,-0.0729444,-0.08380846,-0.09146565,-0.09948786,-0.097092316,-0.08425339,-0.08931582,-0.073582545,-0.069286615,-0.082095034,-0.086682126,-0.07832513,-0.068661004,-0.0827307,-0.068308406,-0.07416521,-0.048610084,-0.0610865,-0.063944146,-0.08029453,-0.055056937,-0.040667936,-0.052113898,-0.054895774,-0.054564964,-0.056683898,-0.05140095,-0.04333059,-0.027600676,-0.00567816,-0.009876991,-0.017533954,-0.012026108,-0.011069119,-0.007642833,-0.027153471,-0.03193992,-0.027020738,-0.042012554,-0.035742134,-0.059065536,-0.0642391,-0.055751346,-0.051829226,-0.047288436,-0.051815875,-0.047605135,-0.040858172,-0.035511926,-0.036520477,-0.032742925,-0.03477762,-0.029914532,-0.0452292,-0.050492875,-0.030394137,-0.017627072,-0.012831378,0.016612045,0.011069038,0.004042162,-0.015949273,-0.0112960925,-0.027790856,-0.035151016,-0.039685737,-0.038359195,-0.037067473,-0.04794401,-0.04877799,-0.028349858,-0.035321828,-0.037423663,-0.035507515
0.0,0.0010382269,0.0022070713,-0.02396644,-0.02393512,-0.01883397,-0.022466661,-0.035338752,-0.050782543,-0.04637897,-0.03379537,-0.035475988,-0.03847516,-0.033194408,-0.041886576,-0.03207787,-0.017943136,-0.0065024877,-0.008557408,-0.015769528,-0.009867553,-0.009821822,-0.0035202522,-0.0009684528,-0.0021746005,0.009141503,0.008738604,0.019627519,0.006459915,0.012141637,0.017253622,0.03444315,0.023527242,0.019863633,0.04723587,0.035785127,0.030941777,0.059057333,0.07748851,0.08124869,0.09684798,0.09717134,0.096920796,0.09124043,0.102399714,0.10643801,0.12160219,0.1507855,0.1500242,0.15186778,0.1538406,0.15745464,0.17139788,0.19044836,0.1777331,0.19155012,0.1870633,0.18617778,0.18184139,0.18733303,0.20540261,0.19904616,0.20071048,0.20298654,0.20333594,0.20314388,0.19988233,0.18856294,0.17497648,0.1600257,0.1657739,0.15779835,0.15560691,0.17172197,0.17906632,0.17898802,0.17512155,0.1661349,0.16397808,0.17255518,0.1849228,0.19541483,0.1986185,0.20869279,0.22084384,0.226592,0.22261027
0.0,-0.0040683546,0.018162452,0.013125457,0.036771625,0.04175612,0.051007174,0.04455281,0.036079954,0.04971591,0.027949983,0.026816979,0.04568404,0.064572796,0.07823558,0.08188395,0.069994435,0.0648241,0.067135386,0.051995263,0.05923911,0.07186383,0.07450771,0.060132522,0.05510081,0.04099664,0.04790726,0.049987152,0.050181877,0.07204173,0.08417262,0.08827736,0.08490301,0.060930252,0.06186688,0.090352714,0.089353755,0.09940073,0.11385572,0.09322289,0.08617744,0.08503374,0.08542704,0.06973337,0.067438334,0.059514754,0.048870876,0.039968617,0.061209917,0.07074756,0.080661885,0.074229,0.078509875,0.10776188,0.13758904,0.121589154,0.110603385,0.10390046,0.10235846,0.098012544,0.11274827,0.12838876,0.10245386,0.108946785,0.1131089,0.12036209,0.12958194,0.12975635,0.1297032,0.13267417,0.1306016,0.14904934,0.17132832,0.16426241,0.16474771,0.16712397,0.1773889,0.17412968,0.17711526,0.1928737,0.18027274,0.1800027,0.17590955,0.19648238,0.22110455,0.23424768,0.23115158
0.0,-0.0016231295,0.007303266,0.004866452,0.003981141,0.0020174845,0.012971405,0.013047839,0.021288835,0.03417653,0.03874173,0.04716448,0.04301521,0.040762186,0.052117728,0.052767586,0.050632782,0.047181066,0.059264906,0.08182761,0.08228326,0.09473966,0.13020663,0.11927527,0.12468891,0.11960583,0.09888642,0.107567824,0.09214636,0.07861217,0.086213216,0.08012726,0.07954577,0.07079215,0.063628055,0.0751348,0.065626755,0.058964714,0.09156451,0.080781125,0.083486184,0.0619015,0.070282914,0.07259605,0.10309147,0.09552481,0.09793545,0.116556734,0.09884384,0.09932036,0.09592019,0.107323155,0.106074505,0.11010909,0.09087065,0.07239924,0.0934882,0.09297365,0.09114923,0.095006354,0.108236566,0.10743248,0.12686326,0.13671017,0.13458207,0.13190076,0.124208644,0.10503435,0.09756526,0.09575619,0.08926106,0.08584499,0.0926073,0.09353058,0.12391625,0.13315488,0.12623452,0.1161193,0.12945339,0.13281992,0.14257604,0.14410739,0.13966002,0.12580127,0.11553735,0.123148575,0.12480838
0.0,-0.004573171,-0.016893495,-0.030776244,-0.038390953,-0.042183563,-0.06768036,-0.065462895,-0.060449585,-0.07296217,-0.102648966,-0.10721399,-0.103202835,-0.10823047,-0.122550234,-0.1238428,-0.13716869,-0.14773536,-0.14485264,-0.13609412,-0.13746063,-0.13521075,-0.12631187,-0.13640355,-0.1472338,-0.14615391,-0.14886579,-0.14097242,-0.1461955,-0.14193994,-0.17273268,-0.16296965,-0.16970612,-0.16386016,-0.15933359,-0.13940491,-0.1490989,-0.13495581,-0.14728467,-0.14838187,-0.15765487,-0.14998944,-0.15158494,-0.12330322,-0.13040997,-0.12983729,-0.14967802,-0.16214256,-0.17468902,-0.18277185,-0.19333205,-0.18525669,-0.1886939,-0.19894823,-0.20217982,-0.18273443,-0.18218453,-0.1805174,-0.19379358,-0.18919472,-0.19459893,-0.19532728,-0.18516141,-0.18301053,-0.17863649,-0.17311092,-0.17384183,-0.15011829,-0.147578,-0.13890527,-0.13514383,-0.1350177,-0.13722916,-0.16150509,-0.17252094,-0.19025357,-0.1963158,-0.1879067,-0.18636015,-0.20846419,-0.21284053,-0.22255884,-0.22020534,-0.20141615,-0.1954447,-0.18389858,-0.17262729
0.0,0.005620094,0.016632505,0.015222779,0.03255272,0.045476176,0.04660235,0.04416952,0.038760386,0.055448093,0.046833232,0.061891377,0.06907886,0.06497121,0.06119615,0.06453626,0.061389484,0.05653743,0.07057656,0.074408844,0.089005224,0.08613703,0.08490681,0.09092878,0.094268054,0.068638735,0.067914024,0.06885554,0.05708198,0.050436053,0.052819937,0.07263546,0.08069655,0.06297395,0.055399343,0.06032461,0.06276217,0.0636606,0.08249207,0.083192736,0.06994148,0.06344877,0.06505452,0.0602331,0.061223287,0.06393297,0.056468397,0.028539501,0.009738021,0.00415413,0.0018225184,0.008680201,0.0080804415,0.022517268,0.027035534,0.034592446,0.007677898,0.025988089,0.036261365,0.04179,0.047356527,0.059556715,0.058997247,0.050803587,0.04593866,0.055710446,0.057802718,0.038253043,0.033037003,0.035702903,0.044748984,0.05196395,0.043485932,0.037970275,0.054966692,0.06928241,0.07349955,0.06666771,0.071643844,0.069430746,0.06785552,0.07913952,0.083686516,0.07869618,0.08847958,0.11222568,0.117790624
0.0,0.008792001,0.002395907,0.015706936,0.020235024,0.030429656,0.011334814,0.015289188,0.03366793,0.02789823,0.027143544,0.02838812,0.029184071,0.039198916,0.026313094,0.018224753,0.014037214,0.010092713,-0.004849159,-0.010157909,-0.0186253,-0.0043292074,-0.013864245,-0.026087236,-0.028801598,-0.027774218,-0.043368638,-0.043289673,-0.050639216,-0.05766825,-0.0685216,-0.041474342,-0.069321744,-0.055073123,-0.020524878,-0.04220953,-0.048831876,-0.043138847,-0.028379427,-0.022488102,-0.01144939,-0.012643211,-0.009593632,0.010858245,-0.015685529,-0.0037237527,-0.023838934,-0.03947272,-0.05164566,-0.05048278,-0.062194675,-0.035888977,-0.033886693,-0.04198695,-0.047673814,-0.06679389,-0.07255662,-0.076965265,-0.077996984,-0.079931855,-0.07808417,-0.058410894,-0.05173809,-0.047321815,-0.021537306,-0.011291252,-0.008156758,-0.01523097,-0.010060173,-0.004818981,-0.020001795,-0.040116236,-0.03907787,-0.045295052,-0.051834706,-0.0316326,-0.021148056,-0.002069693,0.005354313,0.0018982256,0.022569997,0.030443631,0.043364756,0.030516792,0.030650537,0.005625097,0.007236427
